Name,Category,Group,MatrixID,NumRows,NumCols,Nonzeros,Symmetric,SparsityRatio,Link,ImageLink,Source,Params
stat96v2,large-matrices,Meszaros,1773,29089,957432,2852184,No,0.0001024096,https://sparse.tamu.edu/Meszaros/stat96v2,https://suitesparse-collection-website.herokuapp.com/files/Meszaros/stat96v2.png,SuiteSparse,
stat96v3,large-matrices,Meszaros,1774,33841,1113780,3317736,No,0.0000880236,https://sparse.tamu.edu/Meszaros/stat96v3,https://suitesparse-collection-website.herokuapp.com/files/Meszaros/stat96v3.png,SuiteSparse,
degme,large-matrices,Meszaros,1812,185501,659415,8127528,No,0.0000664436,https://sparse.tamu.edu/Meszaros/degme,https://suitesparse-collection-website.herokuapp.com/files/Meszaros/degme.png,SuiteSparse,
karted,large-matrices,Meszaros,1813,46502,133115,1770349,No,0.0002859962,https://sparse.tamu.edu/Meszaros/karted,https://suitesparse-collection-website.herokuapp.com/files/Meszaros/karted.png,SuiteSparse,
tp-6,large-matrices,Meszaros,1814,142752,1014301,11537419,No,0.0000796819,https://sparse.tamu.edu/Meszaros/tp-6,https://suitesparse-collection-website.herokuapp.com/files/Meszaros/tp-6.png,SuiteSparse,
ts-palko,large-matrices,Meszaros,1815,22002,47235,1076903,No,0.0010362165,https://sparse.tamu.edu/Meszaros/ts-palko,https://suitesparse-collection-website.herokuapp.com/files/Meszaros/ts-palko.png,SuiteSparse,
wb-edu,large-matrices,Gleich,1842,9845725,9845725,57156537,No,0.0000005896,https://sparse.tamu.edu/Gleich/wb-edu,https://suitesparse-collection-website.herokuapp.com/files/Gleich/wb-edu.png,SuiteSparse,
wikipedia-20051105,large-matrices,Gleich,1843,1634989,1634989,19753078,No,0.0000073893,https://sparse.tamu.edu/Gleich/wikipedia-20051105,https://suitesparse-collection-website.herokuapp.com/files/Gleich/wikipedia-20051105.png,SuiteSparse,
wikipedia-20060925,large-matrices,Gleich,1844,2983494,2983494,37269096,No,0.0000041870,https://sparse.tamu.edu/Gleich/wikipedia-20060925,https://suitesparse-collection-website.herokuapp.com/files/Gleich/wikipedia-20060925.png,SuiteSparse,
wikipedia-20061104,large-matrices,Gleich,1845,3148440,3148440,39383235,No,0.0000039730,https://sparse.tamu.edu/Gleich/wikipedia-20061104,https://suitesparse-collection-website.herokuapp.com/files/Gleich/wikipedia-20061104.png,SuiteSparse,
wikipedia-20070206,large-matrices,Gleich,1846,3566907,3566907,45030389,No,0.0000035393,https://sparse.tamu.edu/Gleich/wikipedia-20070206,https://suitesparse-collection-website.herokuapp.com/files/Gleich/wikipedia-20070206.png,SuiteSparse,
Dubcova2,large-matrices,UTEP,1848,65025,65025,1030225,Yes,0.0002436528,https://sparse.tamu.edu/UTEP/Dubcova2,https://suitesparse-collection-website.herokuapp.com/files/UTEP/Dubcova2.png,SuiteSparse,
Dubcova3,large-matrices,UTEP,1849,146689,146689,3636643,Yes,0.0001690073,https://sparse.tamu.edu/UTEP/Dubcova3,https://suitesparse-collection-website.herokuapp.com/files/UTEP/Dubcova3.png,SuiteSparse,
BenElechi1,large-matrices,BenElechi,1850,245874,245874,13150496,Yes,0.0002175289,https://sparse.tamu.edu/BenElechi/BenElechi1,https://suitesparse-collection-website.herokuapp.com/files/BenElechi/BenElechi1.png,SuiteSparse,
FEM_3D_thermal2,large-matrices,Botonakis,1852,147900,147900,3489300,No,0.0001595152,https://sparse.tamu.edu/Botonakis/FEM_3D_thermal2,https://suitesparse-collection-website.herokuapp.com/files/Botonakis/FEM_3D_thermal2.png,SuiteSparse,
parabolic_fem,large-matrices,Wissgott,1853,525825,525825,3674625,Yes,0.0000132902,https://sparse.tamu.edu/Wissgott/parabolic_fem,https://suitesparse-collection-website.herokuapp.com/files/Wissgott/parabolic_fem.png,SuiteSparse,
3Dspectralwave,large-matrices,Sinclair,1856,680943,680943,30290827,No,0.0000653265,https://sparse.tamu.edu/Sinclair/3Dspectralwave,https://suitesparse-collection-website.herokuapp.com/files/Sinclair/3Dspectralwave.png,SuiteSparse,
3Dspectralwave2,large-matrices,Sinclair,1857,292008,292008,12935272,No,0.0001517002,https://sparse.tamu.edu/Sinclair/3Dspectralwave2,https://suitesparse-collection-website.herokuapp.com/files/Sinclair/3Dspectralwave2.png,SuiteSparse,
crashbasis,large-matrices,QLi,1858,160000,160000,1750416,No,0.0000683756,https://sparse.tamu.edu/QLi/crashbasis,https://suitesparse-collection-website.herokuapp.com/files/QLi/crashbasis.png,SuiteSparse,
majorbasis,large-matrices,QLi,1859,160000,160000,1750416,No,0.0000683756,https://sparse.tamu.edu/QLi/majorbasis,https://suitesparse-collection-website.herokuapp.com/files/QLi/majorbasis.png,SuiteSparse,
ESOC,large-matrices,Springer,1860,327062,37830,6019939,No,0.0004865480,https://sparse.tamu.edu/Springer/ESOC,https://suitesparse-collection-website.herokuapp.com/files/Springer/ESOC.png,SuiteSparse,
F2,large-matrices,Koutsovasilis,1861,71505,71505,5294285,Yes,0.0010354628,https://sparse.tamu.edu/Koutsovasilis/F2,https://suitesparse-collection-website.herokuapp.com/files/Koutsovasilis/F2.png,SuiteSparse,
Raj1,large-matrices,Rajat,1863,263743,263743,1300261,No,0.0000186926,https://sparse.tamu.edu/Rajat/Raj1,https://suitesparse-collection-website.herokuapp.com/files/Rajat/Raj1.png,SuiteSparse,
Chebyshev4,large-matrices,Muite,1867,68121,68121,5377761,No,0.0011588827,https://sparse.tamu.edu/Muite/Chebyshev4,https://suitesparse-collection-website.herokuapp.com/files/Muite/Chebyshev4.png,SuiteSparse,
hvdc2,large-matrices,HVDC,1875,189860,189860,1339638,No,0.0000371638,https://sparse.tamu.edu/HVDC/hvdc2,https://suitesparse-collection-website.herokuapp.com/files/HVDC/hvdc2.png,SuiteSparse,
kkt_power,large-matrices,Zaoui,1876,2063494,2063494,12771361,Yes,0.0000029994,https://sparse.tamu.edu/Zaoui/kkt_power,https://suitesparse-collection-website.herokuapp.com/files/Zaoui/kkt_power.png,SuiteSparse,
fem_filter,large-matrices,Lee,1878,74062,74062,1731206,No,0.0003156152,https://sparse.tamu.edu/Lee/fem_filter,https://suitesparse-collection-website.herokuapp.com/files/Lee/fem_filter.png,SuiteSparse,
viscorocks,large-matrices,Mancktelow,1879,37762,37762,1133641,No,0.0007949971,https://sparse.tamu.edu/Mancktelow/viscorocks,https://suitesparse-collection-website.herokuapp.com/files/Mancktelow/viscorocks.png,SuiteSparse,
water_tank,large-matrices,Rudnyi,1880,60740,60740,2035281,No,0.0005516642,https://sparse.tamu.edu/Rudnyi/water_tank,https://suitesparse-collection-website.herokuapp.com/files/Rudnyi/water_tank.png,SuiteSparse,
Rucci1,large-matrices,Rucci,1881,1977885,109900,7791168,No,0.0000358430,https://sparse.tamu.edu/Rucci/Rucci1,https://suitesparse-collection-website.herokuapp.com/files/Rucci/Rucci1.png,SuiteSparse,
ecology1,large-matrices,McRae,1882,1000000,1000000,4996000,Yes,0.0000049960,https://sparse.tamu.edu/McRae/ecology1,https://suitesparse-collection-website.herokuapp.com/files/McRae/ecology1.png,SuiteSparse,
ecology2,large-matrices,McRae,1883,999999,999999,4995991,Yes,0.0000049960,https://sparse.tamu.edu/McRae/ecology2,https://suitesparse-collection-website.herokuapp.com/files/McRae/ecology2.png,SuiteSparse,
Maragal_7,large-matrices,NYPA,1890,46845,26564,1200537,No,0.0009647590,https://sparse.tamu.edu/NYPA/Maragal_7,https://suitesparse-collection-website.herokuapp.com/files/NYPA/Maragal_7.png,SuiteSparse,
denormal,large-matrices,Castrillon,1892,89400,89400,1156224,Yes,0.0001446662,https://sparse.tamu.edu/Castrillon/denormal,https://suitesparse-collection-website.herokuapp.com/files/Castrillon/denormal.png,SuiteSparse,
largebasis,large-matrices,QLi,1893,440020,440020,5240084,No,0.0000270641,https://sparse.tamu.edu/QLi/largebasis,https://suitesparse-collection-website.herokuapp.com/files/QLi/largebasis.png,SuiteSparse,
t2em,large-matrices,CEMW,1897,921632,921632,4590832,No,0.0000054048,https://sparse.tamu.edu/CEMW/t2em,https://suitesparse-collection-website.herokuapp.com/files/CEMW/t2em.png,SuiteSparse,
tmt_unsym,large-matrices,CEMW,1898,917825,917825,4584801,No,0.0000054425,https://sparse.tamu.edu/CEMW/tmt_unsym,https://suitesparse-collection-website.herokuapp.com/files/CEMW/tmt_unsym.png,SuiteSparse,
tmt_sym,large-matrices,CEMW,1899,726713,726713,5080961,Yes,0.0000096210,https://sparse.tamu.edu/CEMW/tmt_sym,https://suitesparse-collection-website.herokuapp.com/files/CEMW/tmt_sym.png,SuiteSparse,
vfem,large-matrices,CEMW,1900,93476,93476,1434636,No,0.0001641880,https://sparse.tamu.edu/CEMW/vfem,https://suitesparse-collection-website.herokuapp.com/files/CEMW/vfem.png,SuiteSparse,
nlpkkt80,large-matrices,Schenk,1901,1062400,1062400,28192672,Yes,0.0000249781,https://sparse.tamu.edu/Schenk/nlpkkt80,https://suitesparse-collection-website.herokuapp.com/files/Schenk/nlpkkt80.png,SuiteSparse,
nlpkkt120,large-matrices,Schenk,1902,3542400,3542400,95117792,Yes,0.0000075800,https://sparse.tamu.edu/Schenk/nlpkkt120,https://suitesparse-collection-website.herokuapp.com/files/Schenk/nlpkkt120.png,SuiteSparse,
s4dkt3m2,large-matrices,TKK,1906,90449,90449,3753461,Yes,0.0004588010,https://sparse.tamu.edu/TKK/s4dkt3m2,https://suitesparse-collection-website.herokuapp.com/files/TKK/s4dkt3m2.png,SuiteSparse,
smt,large-matrices,TKK,1909,25710,25710,3749582,Yes,0.0056725548,https://sparse.tamu.edu/TKK/smt,https://suitesparse-collection-website.herokuapp.com/files/TKK/smt.png,SuiteSparse,
engine,large-matrices,TKK,1910,143571,143571,4706073,Yes,0.0002283101,https://sparse.tamu.edu/TKK/engine,https://suitesparse-collection-website.herokuapp.com/files/TKK/engine.png,SuiteSparse,
2cubes_sphere,large-matrices,Um,1919,101492,101492,1647264,Yes,0.0001599188,https://sparse.tamu.edu/Um/2cubes_sphere,https://suitesparse-collection-website.herokuapp.com/files/Um/2cubes_sphere.png,SuiteSparse,
bibd_18_9,large-matrices,JGD_BIBD,1934,153,48620,1750320,No,0.2352941176,https://sparse.tamu.edu/JGD_BIBD/bibd_18_9,https://suitesparse-collection-website.herokuapp.com/files/JGD_BIBD/bibd_18_9.png,SuiteSparse,
bibd_19_9,large-matrices,JGD_BIBD,1935,171,92378,3325608,No,0.2105263158,https://sparse.tamu.edu/JGD_BIBD/bibd_19_9,https://suitesparse-collection-website.herokuapp.com/files/JGD_BIBD/bibd_19_9.png,SuiteSparse,
bibd_20_10,large-matrices,JGD_BIBD,1936,190,184756,8314020,No,0.2368421053,https://sparse.tamu.edu/JGD_BIBD/bibd_20_10,https://suitesparse-collection-website.herokuapp.com/files/JGD_BIBD/bibd_20_10.png,SuiteSparse,
bibd_22_8,large-matrices,JGD_BIBD,1937,231,319770,8953560,No,0.1212121212,https://sparse.tamu.edu/JGD_BIBD/bibd_22_8,https://suitesparse-collection-website.herokuapp.com/files/JGD_BIBD/bibd_22_8.png,SuiteSparse,
TF18,large-matrices,JGD_Forest,1952,95368,123867,1597545,No,0.0001352368,https://sparse.tamu.edu/JGD_Forest/TF18,https://suitesparse-collection-website.herokuapp.com/files/JGD_Forest/TF18.png,SuiteSparse,
TF19,large-matrices,JGD_Forest,1953,241029,317955,4370721,No,0.0000570319,https://sparse.tamu.edu/JGD_Forest/TF19,https://suitesparse-collection-website.herokuapp.com/files/JGD_Forest/TF19.png,SuiteSparse,
IG5-17,large-matrices,JGD_G5,1976,30162,27944,1035008,No,0.0012279905,https://sparse.tamu.edu/JGD_G5/IG5-17,https://suitesparse-collection-website.herokuapp.com/files/JGD_G5/IG5-17.png,SuiteSparse,
IG5-18,large-matrices,JGD_G5,1977,47894,41550,1790490,No,0.0008997457,https://sparse.tamu.edu/JGD_G5/IG5-18,https://suitesparse-collection-website.herokuapp.com/files/JGD_G5/IG5-18.png,SuiteSparse,
GL7d14,large-matrices,JGD_GL7d,1987,171375,47271,1831183,No,0.0002260422,https://sparse.tamu.edu/JGD_GL7d/GL7d14,https://suitesparse-collection-website.herokuapp.com/files/JGD_GL7d/GL7d14.png,SuiteSparse,
GL7d15,large-matrices,JGD_GL7d,1988,460261,171375,6080381,No,0.0000770866,https://sparse.tamu.edu/JGD_GL7d/GL7d15,https://suitesparse-collection-website.herokuapp.com/files/JGD_GL7d/GL7d15.png,SuiteSparse,
GL7d16,large-matrices,JGD_GL7d,1989,955128,460261,14488881,No,0.0000329586,https://sparse.tamu.edu/JGD_GL7d/GL7d16,https://suitesparse-collection-website.herokuapp.com/files/JGD_GL7d/GL7d16.png,SuiteSparse,
GL7d17,large-matrices,JGD_GL7d,1990,1548650,955128,25978098,No,0.0000175627,https://sparse.tamu.edu/JGD_GL7d/GL7d17,https://suitesparse-collection-website.herokuapp.com/files/JGD_GL7d/GL7d17.png,SuiteSparse,
GL7d18,large-matrices,JGD_GL7d,1991,1955309,1548650,35590540,No,0.0000117535,https://sparse.tamu.edu/JGD_GL7d/GL7d18,https://suitesparse-collection-website.herokuapp.com/files/JGD_GL7d/GL7d18.png,SuiteSparse,
GL7d19,large-matrices,JGD_GL7d,1992,1911130,1955309,37322725,No,0.0000099878,https://sparse.tamu.edu/JGD_GL7d/GL7d19,https://suitesparse-collection-website.herokuapp.com/files/JGD_GL7d/GL7d19.png,SuiteSparse,
GL7d20,large-matrices,JGD_GL7d,1993,1437547,1911130,29893084,No,0.0000108807,https://sparse.tamu.edu/JGD_GL7d/GL7d20,https://suitesparse-collection-website.herokuapp.com/files/JGD_GL7d/GL7d20.png,SuiteSparse,
GL7d21,large-matrices,JGD_GL7d,1994,822922,1437547,18174775,No,0.0000153634,https://sparse.tamu.edu/JGD_GL7d/GL7d21,https://suitesparse-collection-website.herokuapp.com/files/JGD_GL7d/GL7d21.png,SuiteSparse,
GL7d22,large-matrices,JGD_GL7d,1995,349443,822922,8251000,No,0.0000286927,https://sparse.tamu.edu/JGD_GL7d/GL7d22,https://suitesparse-collection-website.herokuapp.com/files/JGD_GL7d/GL7d22.png,SuiteSparse,
GL7d23,large-matrices,JGD_GL7d,1996,105054,349443,2695430,No,0.0000734242,https://sparse.tamu.edu/JGD_GL7d/GL7d23,https://suitesparse-collection-website.herokuapp.com/files/JGD_GL7d/GL7d23.png,SuiteSparse,
c8_mat11,large-matrices,JGD_Groebner,2000,4562,5761,2462970,No,0.0937143216,https://sparse.tamu.edu/JGD_Groebner/c8_mat11,https://suitesparse-collection-website.herokuapp.com/files/JGD_Groebner/c8_mat11.png,SuiteSparse,
c8_mat11_I,large-matrices,JGD_Groebner,2001,4562,5761,2462970,No,0.0937143216,https://sparse.tamu.edu/JGD_Groebner/c8_mat11_I,https://suitesparse-collection-website.herokuapp.com/files/JGD_Groebner/c8_mat11_I.png,SuiteSparse,
ch7-9-b4,large-matrices,JGD_Homology,2038,317520,105840,1587600,No,0.0000472411,https://sparse.tamu.edu/JGD_Homology/ch7-9-b4,https://suitesparse-collection-website.herokuapp.com/files/JGD_Homology/ch7-9-b4.png,SuiteSparse,
ch7-9-b5,large-matrices,JGD_Homology,2039,423360,317520,2540160,No,0.0000188964,https://sparse.tamu.edu/JGD_Homology/ch7-9-b5,https://suitesparse-collection-website.herokuapp.com/files/JGD_Homology/ch7-9-b5.png,SuiteSparse,
ch8-8-b4,large-matrices,JGD_Homology,2043,376320,117600,1881600,No,0.0000425170,https://sparse.tamu.edu/JGD_Homology/ch8-8-b4,https://suitesparse-collection-website.herokuapp.com/files/JGD_Homology/ch8-8-b4.png,SuiteSparse,
ch8-8-b5,large-matrices,JGD_Homology,2044,564480,376320,3386880,No,0.0000159439,https://sparse.tamu.edu/JGD_Homology/ch8-8-b5,https://suitesparse-collection-website.herokuapp.com/files/JGD_Homology/ch8-8-b5.png,SuiteSparse,
n4c6-b10,large-matrices,JGD_Homology,2118,132402,186558,1456422,No,0.0000589629,https://sparse.tamu.edu/JGD_Homology/n4c6-b10,https://suitesparse-collection-website.herokuapp.com/files/JGD_Homology/n4c6-b10.png,SuiteSparse,
n4c6-b7,large-matrices,JGD_Homology,2130,163215,104115,1305720,No,0.0000768381,https://sparse.tamu.edu/JGD_Homology/n4c6-b7,https://suitesparse-collection-website.herokuapp.com/files/JGD_Homology/n4c6-b7.png,SuiteSparse,
n4c6-b8,large-matrices,JGD_Homology,2131,198895,163215,1790055,No,0.0000551420,https://sparse.tamu.edu/JGD_Homology/n4c6-b8,https://suitesparse-collection-website.herokuapp.com/files/JGD_Homology/n4c6-b8.png,SuiteSparse,
n4c6-b9,large-matrices,JGD_Homology,2132,186558,198895,1865580,No,0.0000502778,https://sparse.tamu.edu/JGD_Homology/n4c6-b9,https://suitesparse-collection-website.herokuapp.com/files/JGD_Homology/n4c6-b9.png,SuiteSparse,
case39,large-matrices,QY,2136,40216,40216,1042160,Yes,0.0006443720,https://sparse.tamu.edu/QY/case39,https://suitesparse-collection-website.herokuapp.com/files/QY/case39.png,SuiteSparse,
Trec14,large-matrices,JGD_Kocay,2148,3159,15905,2872265,No,0.0571664478,https://sparse.tamu.edu/JGD_Kocay/Trec14,https://suitesparse-collection-website.herokuapp.com/files/JGD_Kocay/Trec14.png,SuiteSparse,
wheel_601,large-matrices,JGD_Margulies,2169,902103,723605,2170814,No,0.0000033256,https://sparse.tamu.edu/JGD_Margulies/wheel_601,https://suitesparse-collection-website.herokuapp.com/files/JGD_Margulies/wheel_601.png,SuiteSparse,
rel9,large-matrices,JGD_Relat,2178,9888048,274669,23667183,No,0.0000087142,https://sparse.tamu.edu/JGD_Relat/rel9,https://suitesparse-collection-website.herokuapp.com/files/JGD_Relat/rel9.png,SuiteSparse,
relat8,large-matrices,JGD_Relat,2185,345688,12347,1334038,No,0.0003125521,https://sparse.tamu.edu/JGD_Relat/relat8,https://suitesparse-collection-website.herokuapp.com/files/JGD_Relat/relat8.png,SuiteSparse,
relat9,large-matrices,JGD_Relat,2186,12360060,549336,38955420,No,0.0000057373,https://sparse.tamu.edu/JGD_Relat/relat9,https://suitesparse-collection-website.herokuapp.com/files/JGD_Relat/relat9.png,SuiteSparse,
mono_500Hz,large-matrices,FreeFieldTechnologies,2215,169410,169410,5033796,No,0.0001753951,https://sparse.tamu.edu/FreeFieldTechnologies/mono_500Hz,https://suitesparse-collection-website.herokuapp.com/files/FreeFieldTechnologies/mono_500Hz.png,SuiteSparse,
Freescale1,large-matrices,Freescale,2216,3428755,3428755,17052626,No,0.0000014505,https://sparse.tamu.edu/Freescale/Freescale1,https://suitesparse-collection-website.herokuapp.com/files/Freescale/Freescale1.png,SuiteSparse,
Maragal_8,large-matrices,NYPA,2217,33212,75077,1308415,No,0.0005247393,https://sparse.tamu.edu/NYPA/Maragal_8,https://suitesparse-collection-website.herokuapp.com/files/NYPA/Maragal_8.png,SuiteSparse,
sls,large-matrices,Bates,2218,1748122,62729,6804304,No,0.0000620503,https://sparse.tamu.edu/Bates/sls,https://suitesparse-collection-website.herokuapp.com/files/Bates/sls.png,SuiteSparse,
TSOPF_RS_b2383,large-matrices,TSOPF,2219,38120,38120,16171169,No,0.0111284744,https://sparse.tamu.edu/TSOPF/TSOPF_RS_b2383,https://suitesparse-collection-website.herokuapp.com/files/TSOPF/TSOPF_RS_b2383.png,SuiteSparse,
TSOPF_FS_b300,large-matrices,TSOPF,2220,29214,29214,4400122,Yes,0.0051556410,https://sparse.tamu.edu/TSOPF/TSOPF_FS_b300,https://suitesparse-collection-website.herokuapp.com/files/TSOPF/TSOPF_FS_b300.png,SuiteSparse,
TSOPF_FS_b162_c3,large-matrices,TSOPF,2222,30798,30798,1801300,Yes,0.0018990702,https://sparse.tamu.edu/TSOPF/TSOPF_FS_b162_c3,https://suitesparse-collection-website.herokuapp.com/files/TSOPF/TSOPF_FS_b162_c3.png,SuiteSparse,
TSOPF_FS_b162_c4,large-matrices,TSOPF,2223,40798,40798,2398220,Yes,0.0014408251,https://sparse.tamu.edu/TSOPF/TSOPF_FS_b162_c4,https://suitesparse-collection-website.herokuapp.com/files/TSOPF/TSOPF_FS_b162_c4.png,SuiteSparse,
TSOPF_FS_b300_c1,large-matrices,TSOPF,2224,29214,29214,4400122,Yes,0.0051556410,https://sparse.tamu.edu/TSOPF/TSOPF_FS_b300_c1,https://suitesparse-collection-website.herokuapp.com/files/TSOPF/TSOPF_FS_b300_c1.png,SuiteSparse,
TSOPF_FS_b300_c2,large-matrices,TSOPF,2225,56814,56814,8767466,Yes,0.0027162101,https://sparse.tamu.edu/TSOPF/TSOPF_FS_b300_c2,https://suitesparse-collection-website.herokuapp.com/files/TSOPF/TSOPF_FS_b300_c2.png,SuiteSparse,
TSOPF_FS_b300_c3,large-matrices,TSOPF,2226,84414,84414,13135930,Yes,0.0018434521,https://sparse.tamu.edu/TSOPF/TSOPF_FS_b300_c3,https://suitesparse-collection-website.herokuapp.com/files/TSOPF/TSOPF_FS_b300_c3.png,SuiteSparse,
TSOPF_FS_b39_c19,large-matrices,TSOPF,2227,76216,76216,1977600,Yes,0.0003404444,https://sparse.tamu.edu/TSOPF/TSOPF_FS_b39_c19,https://suitesparse-collection-website.herokuapp.com/files/TSOPF/TSOPF_FS_b39_c19.png,SuiteSparse,
TSOPF_FS_b39_c30,large-matrices,TSOPF,2228,120216,120216,3121160,Yes,0.0002159690,https://sparse.tamu.edu/TSOPF/TSOPF_FS_b39_c30,https://suitesparse-collection-website.herokuapp.com/files/TSOPF/TSOPF_FS_b39_c30.png,SuiteSparse,
TSOPF_RS_b2052_c1,large-matrices,TSOPF,2235,25626,25626,6761100,No,0.0102956961,https://sparse.tamu.edu/TSOPF/TSOPF_RS_b2052_c1,https://suitesparse-collection-website.herokuapp.com/files/TSOPF/TSOPF_RS_b2052_c1.png,SuiteSparse,
TSOPF_RS_b2383_c1,large-matrices,TSOPF,2236,38120,38120,16171169,No,0.0111284744,https://sparse.tamu.edu/TSOPF/TSOPF_RS_b2383_c1,https://suitesparse-collection-website.herokuapp.com/files/TSOPF/TSOPF_RS_b2383_c1.png,SuiteSparse,
TSOPF_RS_b300_c1,large-matrices,TSOPF,2237,14538,14538,1474325,No,0.0069756375,https://sparse.tamu.edu/TSOPF/TSOPF_RS_b300_c1,https://suitesparse-collection-website.herokuapp.com/files/TSOPF/TSOPF_RS_b300_c1.png,SuiteSparse,
TSOPF_RS_b300_c2,large-matrices,TSOPF,2238,28338,28338,2943887,No,0.0036659180,https://sparse.tamu.edu/TSOPF/TSOPF_RS_b300_c2,https://suitesparse-collection-website.herokuapp.com/files/TSOPF/TSOPF_RS_b300_c2.png,SuiteSparse,
TSOPF_RS_b300_c3,large-matrices,TSOPF,2239,42138,42138,4413449,No,0.0024855945,https://sparse.tamu.edu/TSOPF/TSOPF_RS_b300_c3,https://suitesparse-collection-website.herokuapp.com/files/TSOPF/TSOPF_RS_b300_c3.png,SuiteSparse,
TSOPF_RS_b39_c30,large-matrices,TSOPF,2241,60098,60098,1079986,No,0.0002990185,https://sparse.tamu.edu/TSOPF/TSOPF_RS_b39_c30,https://suitesparse-collection-website.herokuapp.com/files/TSOPF/TSOPF_RS_b39_c30.png,SuiteSparse,
TSOPF_RS_b678_c1,large-matrices,TSOPF,2243,18696,18696,4396289,No,0.0125773410,https://sparse.tamu.edu/TSOPF/TSOPF_RS_b678_c1,https://suitesparse-collection-website.herokuapp.com/files/TSOPF/TSOPF_RS_b678_c1.png,SuiteSparse,
TSOPF_RS_b678_c2,large-matrices,TSOPF,2244,35696,35696,8781949,No,0.0068921037,https://sparse.tamu.edu/TSOPF/TSOPF_RS_b678_c2,https://suitesparse-collection-website.herokuapp.com/files/TSOPF/TSOPF_RS_b678_c2.png,SuiteSparse,
fem_hifreq_circuit,large-matrices,Lee,2246,491100,491100,20239237,No,0.0000839178,https://sparse.tamu.edu/Lee/fem_hifreq_circuit,https://suitesparse-collection-website.herokuapp.com/files/Lee/fem_hifreq_circuit.png,SuiteSparse,
connectus,large-matrices,Buss,2247,512,394792,1127525,No,0.0055781203,https://sparse.tamu.edu/Buss/connectus,https://suitesparse-collection-website.herokuapp.com/files/Buss/connectus.png,SuiteSparse,
thermomech_dM,large-matrices,Botonakis,2259,204316,204316,1423116,Yes,0.0000340907,https://sparse.tamu.edu/Botonakis/thermomech_dM,https://suitesparse-collection-website.herokuapp.com/files/Botonakis/thermomech_dM.png,SuiteSparse,
thermomech_dK,large-matrices,Botonakis,2260,204316,204316,2846228,No,0.0000681812,https://sparse.tamu.edu/Botonakis/thermomech_dK,https://suitesparse-collection-website.herokuapp.com/files/Botonakis/thermomech_dK.png,SuiteSparse,
12month1,large-matrices,Buss,2263,12471,872622,22624727,No,0.0020790068,https://sparse.tamu.edu/Buss/12month1,https://suitesparse-collection-website.herokuapp.com/files/Buss/12month1.png,SuiteSparse,
atmosmodd,large-matrices,Bourchtein,2265,1270432,1270432,8814880,No,0.0000054615,https://sparse.tamu.edu/Bourchtein/atmosmodd,https://suitesparse-collection-website.herokuapp.com/files/Bourchtein/atmosmodd.png,SuiteSparse,
atmosmodj,large-matrices,Bourchtein,2266,1270432,1270432,8814880,No,0.0000054615,https://sparse.tamu.edu/Bourchtein/atmosmodj,https://suitesparse-collection-website.herokuapp.com/files/Bourchtein/atmosmodj.png,SuiteSparse,
atmosmodl,large-matrices,Bourchtein,2267,1489752,1489752,10319760,No,0.0000046499,https://sparse.tamu.edu/Bourchtein/atmosmodl,https://suitesparse-collection-website.herokuapp.com/files/Bourchtein/atmosmodl.png,SuiteSparse,
atmosmodm,large-matrices,Bourchtein,2268,1489752,1489752,10319760,No,0.0000046499,https://sparse.tamu.edu/Bourchtein/atmosmodm,https://suitesparse-collection-website.herokuapp.com/files/Bourchtein/atmosmodm.png,SuiteSparse,
LargeRegFile,large-matrices,Stevenson,2273,2111154,801374,4944201,No,0.0000029224,https://sparse.tamu.edu/Stevenson/LargeRegFile,https://suitesparse-collection-website.herokuapp.com/files/Stevenson/LargeRegFile.png,SuiteSparse,
memchip,large-matrices,Freescale,2274,2707524,2707524,13343948,No,0.0000018203,https://sparse.tamu.edu/Freescale/memchip,https://suitesparse-collection-website.herokuapp.com/files/Freescale/memchip.png,SuiteSparse,
circuit5M,large-matrices,Freescale,2276,5558326,5558326,59524291,No,0.0000019267,https://sparse.tamu.edu/Freescale/circuit5M,https://suitesparse-collection-website.herokuapp.com/files/Freescale/circuit5M.png,SuiteSparse,
circuit5M_dc,large-matrices,Freescale,2277,3523317,3523317,14865409,No,0.0000011975,https://sparse.tamu.edu/Freescale/circuit5M_dc,https://suitesparse-collection-website.herokuapp.com/files/Freescale/circuit5M_dc.png,SuiteSparse,
human_gene1,large-matrices,Belcastro,2280,22283,22283,24669643,Yes,0.0496838846,https://sparse.tamu.edu/Belcastro/human_gene1,https://suitesparse-collection-website.herokuapp.com/files/Belcastro/human_gene1.png,SuiteSparse,
human_gene2,large-matrices,Belcastro,2281,14340,14340,18068388,Yes,0.0878660504,https://sparse.tamu.edu/Belcastro/human_gene2,https://suitesparse-collection-website.herokuapp.com/files/Belcastro/human_gene2.png,SuiteSparse,
mouse_gene,large-matrices,Belcastro,2282,45101,45101,28967291,Yes,0.0142408378,https://sparse.tamu.edu/Belcastro/mouse_gene,https://suitesparse-collection-website.herokuapp.com/files/Belcastro/mouse_gene.png,SuiteSparse,
offshore,large-matrices,Um,2283,259789,259789,4242673,Yes,0.0000628634,https://sparse.tamu.edu/Um/offshore,https://suitesparse-collection-website.herokuapp.com/files/Um/offshore.png,SuiteSparse,
soc-LiveJournal1,large-matrices,SNAP,2285,4847571,4847571,68993773,No,0.0000029360,https://sparse.tamu.edu/SNAP/soc-LiveJournal1,https://suitesparse-collection-website.herokuapp.com/files/SNAP/soc-LiveJournal1.png,SuiteSparse,
